,Xiaogan,Huanggang,Suizhou,Jingzhou,Xiangyang,Huangshi,Ezhou,Yichang,Jingmen,Xianning,Shiyan,Chongqing,Wenzhou,Xiantao,Shenzhen,Beijing,Guangzhou,Shanghai,Tianmen,Xinyang,Changsha,Nanchang,Enshi,Hangzhou,Ningbo,Hefei,Haerbin,Taizhou,Nanyang,Bengbu,Yueyang,Fuyang,Zhengzhou,Zhumadian,Chengdu,Shangrao,Xinyu,Xian,Tianjin,Jiujiang,Bozhou,Shaoyang,Qianjiang,Zhuhai,Shangqiu,Nanjing,Yichun,Anqing,Suzhou,Foshan
2018/12/29,19544.2,15310.1,3719.6,8205.1,5438.8,5915.3,8007.8,4375.1,4299.8,8420.4,2463.4,1520.3,335,3542.6,1849.5,3046,1878.8,2592.2,2064.4,1759.2,2513,1205.6,2246.4,1026.3,391.4,1175.8,240.4,177.9,661.6,99.1,809.2,343.6,1613.4,712.8,986.3,198.2,58.3,736.1,435.2,892.1,117.3,122.9,2503.8,249.8,262.2,1070.9,225.8,381.8,734.5,374.1
2018/12/30,19544.2,15310.1,3719.6,8205.1,5438.8,5915.3,8007.8,4375.1,4299.8,8420.4,2463.4,1520.3,335,3542.6,1849.5,3046,1878.8,2592.2,2064.4,1759.2,2513,1205.6,2246.4,1026.3,391.4,1175.8,240.4,177.9,661.6,99.1,809.2,343.6,1613.4,712.8,986.3,198.2,58.3,736.1,435.2,892.1,117.3,122.9,2503.8,249.8,262.2,1070.9,225.8,381.8,734.5,374.1
2018/12/31,19544.2,15310.1,3719.6,8205.1,5438.8,5915.3,8007.8,4375.1,4299.8,8420.4,2463.4,1520.3,335,3542.6,1849.5,3046,1878.8,2592.2,2064.4,1759.2,2513,1205.6,2246.4,1026.3,391.4,1175.8,240.4,177.9,661.6,99.1,809.2,343.6,1613.4,712.8,986.3,198.2,58.3,736.1,435.2,892.1,117.3,122.9,2503.8,249.8,262.2,1070.9,225.8,381.8,734.5,374.1
2019/1/1,28104,20659,4844,10679,6677,8045,10416,5275,5784,10335,3201,1756,291,4826,2702,4126,2387,4144,2815,2249,3960,2637,2105,1626,603,1941,199,174,952,126,1077,543,2654,818,1013,240,81,1066,470,1388,158,125,3162,258,314,2016,295,445,1034,450
2019/1/2,19036,14350,3493,7702,5039,5505,7816,4070,4076,7478,2541,1503,288,3151,2259,3411,2057,3022,2119,1563,2521,1382,1874,1282,421,1205,251,175,641,87,757,325,1630,646,1022,228,52,707,487,806,116,135,2565,244,221,1229,215,355,943,440
2019/1/3,16733,13115,2999,6839,4512,5054,7038,3756,3634,7166,2178,1409,284,2981,1727,2785,1822,2299,1902,1540,2180,1003,1805,852,393,859,265,172,543,75,677,281,1345,639,888,192,40,618,374,751,92,125,2486,211,238,954,171,346,652,383
2019/1/4,20274,15135,3880,7956,5232,6709,8727,4442,4356,9737,2170,1400,340,3787,1751,2554,1746,2261,1999,1883,2505,956,2037,946,322,1085,233,169,599,87,824,284,1507,709,903,179,55,680,384,940,102,132,2558,294,248,927,205,415,676,372
2019/1/5,20636,16159,3357,7706,4922,5855,8396,4055,4215,10431,2083,1344,387,3954,1556,2300,1597,1906,1981,1536,2074,827,2009,830,349,953,228,162,550,61,771,297,1218,630,888,199,42,624,339,1186,112,113,2251,225,235,836,204,395,633,369
2019/1/6,18563,13796,3351,7455,4802,5484,8064,3990,3785,7634,2281,1334,352,3290,1867,2929,1912,2457,1888,1484,2195,956,2157,989,358,1110,195,176,702,93,728,298,1459,641,1007,161,47,691,441,726,87,109,2302,267,219,948,175,350,676,361
2019/1/7,17318,14177,3350,7619,5105,5347,7880,4116,3764,7546,2366,1414,346,3208,1700,3211,1948,2419,1887,1566,2349,1062,2284,945,324,1209,252,188,633,84,766,307,1570,637,988,169,51,727,477,725,98,121,2366,243,269,921,250,332,603,340
2019/1/8,17097,14185,3533,8079,5435,5284,7294,4352,4007,7618,2516,1511,320,3184,1457,2922,1737,2358,1854,1858,2249,1062,2432,860,388,1202,247,183,622,130,803,331,1596,720,1018,200,81,684,366,810,119,113,2325,252,265,884,253,358,676,327
2019/1/9,18661,15608,4159,8576,6080,5822,7049,4592,4475,7875,2490,1667,354,3451,1746,3054,1823,2500,1957,2025,2431,1094,2842,941,364,1080,270,169,644,122,833,384,1547,871,1094,191,60,727,515,756,138,107,2393,280,300,960,229,365,735,348
2019/1/10,19020,15917,4230,9440,6584,6048,7398,5103,4902,8384,2808,1865,388,3594,1730,3168,1759,2556,2242,1888,2666,1077,2919,992,392,1114,264,211,730,126,856,386,1608,817,1042,223,74,837,499,833,151,149,2630,224,313,1034,261,457,717,351
2019/1/11,26008,20261,5430,11064,7849,8168,9899,6173,5881,11410,2943,1892,367,4940,1765,2965,1889,2926,3022,2331,2954,1190,3062,1095,388,1380,309,217,781,115,995,429,1767,898,1052,204,90,802,553,1075,142,164,3028,228,329,1252,245,525,804,346
2019/1/12,28430,21666,5261,10653,7027,7479,9935,5362,5631,12116,2741,1789,378,5679,1556,2532,1579,2178,3044,2003,2342,1082,3019,797,378,1092,212,217,711,85,919,392,1461,844,991,266,66,808,339,1246,134,154,2713,221,356,1010,310,484,679,357
2019/1/13,21437,16819,4113,9342,6186,6203,8335,4557,4551,8623,2728,1642,293,4002,1597,3294,1608,2664,2493,1809,2461,1166,2760,1002,387,1159,221,189,653,87,798,440,1507,793,1016,240,59,711,442,816,136,149,2656,243,253,1009,271,412,660,326
2019/1/14,19219,15906,3823,8863,5761,5895,8236,4586,4451,7956,2656,1763,289,3504,1421,3002,1542,2346,2428,1697,2425,1127,2646,979,329,1003,260,212,705,116,821,392,1429,797,1021,239,50,811,468,825,114,155,2489,208,350,969,258,472,618,327
2019/1/15,18892,16156,4011,9104,6251,5847,7438,4702,4521,8090,2834,1973,354,3703,1522,3005,1650,2352,2443,1823,2589,1113,3003,945,336,1058,289,221,784,104,849,424,1440,876,1079,249,72,813,403,944,144,182,2532,226,362,1012,257,528,681,387
2019/1/16,19920,18514,4553,10127,6710,6317,7216,5069,5055,9002,2813,1963,355,4052,1543,3136,1660,2686,2797,2042,2488,1179,3055,1264,344,1078,303,211,870,100,935,426,1556,960,1169,261,95,811,768,954,141,215,2731,244,346,1170,339,538,701,353
2019/1/17,20577,19113,4456,10239,6744,6581,7919,5422,5229,9759,2762,2307,337,4447,1426,3190,1581,2720,2861,2194,2706,1049,3208,1224,425,1110,291,187,902,106,937,451,1720,917,1270,311,76,849,462,996,162,233,2567,249,398,1055,348,586,771,317
2019/1/18,25627,22689,5616,12278,7505,8468,10071,6255,6030,12311,3208,2332,344,5539,1617,3225,1812,2897,3492,2654,3120,1258,3350,1335,371,1402,339,196,908,146,1191,550,1839,1022,1426,271,66,869,559,1209,202,218,3081,269,397,1239,358,612,894,363
2019/1/19,27183,24303,5528,12113,6948,7983,9541,5898,6087,12580,3072,2334,376,5875,1342,2800,1365,2307,3659,2265,2719,1221,3150,967,295,1260,415,178,1010,155,1198,545,1632,1147,1328,286,80,806,392,1335,181,314,2687,227,504,873,387,856,624,329
2019/1/20,26155,22041,5471,11433,7016,7207,8205,5689,5495,10058,2890,2603,381,5174,1344,3023,1441,2471,3657,2277,2665,1182,3140,890,308,1296,337,171,1057,131,1008,553,1634,1294,1129,304,67,722,474,951,188,261,2523,221,469,1023,384,678,662,305
2019/1/21,25170,21823,5206,11326,6542,6886,8512,5281,5291,9687,2946,2527,413,4911,1136,2711,1230,2146,3362,2505,2496,1113,3219,766,302,1004,327,197,1037,97,1020,518,1570,1213,1063,274,67,701,405,988,185,265,2397,185,529,818,462,760,553,247
2019/1/22,29304,26899,5694,12616,6898,8192,9214,5691,5779,11375,3020,2576,380,5959,1219,2775,1268,2148,4173,2877,2794,1120,3577,807,267,1038,332,193,1085,104,1108,538,1510,1207,1018,302,68,731,342,1237,262,286,2796,191,423,725,456,904,510,228
2019/1/23,27684,25834,5412,12586,6646,7604,8704,5372,5722,10454,2958,2525,367,5857,1222,2918,1140,2248,4301,2806,2481,1136,3300,749,293,976,329,181,1087,111,1052,656,1489,1475,1073,308,73,734,400,1086,197,272,2689,174,621,798,538,866,515,265
2019/1/24,31960,28132,6104,14543,7422,8420,9422,5610,6459,11130,3356,2872,482,6811,1224,2811,1246,2201,4830,3302,2381,1215,3776,744,293,1167,382,191,1345,136,1103,776,1597,1580,1129,293,74,811,428,1270,315,375,3293,177,739,838,567,912,553,246
2019/1/25,39166,36805,8067,18619,9461,10872,11552,7147,8429,14789,4049,3845,539,8704,1380,2726,1329,2515,6238,4353,2967,1508,4626,819,317,1253,467,330,1839,188,1459,979,1781,2377,1311,493,111,989,507,1574,298,512,3851,287,1060,1026,802,1335,666,318
2019/1/26,44429,41688,8931,19502,9714,11796,11888,6761,9063,16106,4091,3871,650,9866,1241,2327,1273,1989,7111,4401,2588,1321,4953,637,302,1117,495,340,2162,185,1602,1040,1534,2401,1164,525,78,898,392,1758,366,554,3824,253,1029,774,969,1521,536,251
2019/1/27,38709,39501,8508,17747,10067,10686,10380,7639,8578,13670,4504,3323,730,8312,1171,2377,1164,1847,6421,4713,2469,1343,5255,636,278,1152,379,377,2182,163,1511,1155,1572,2403,1092,459,69,802,415,1684,307,552,3689,223,1071,725,940,1459,499,246
2019/1/28,42501,47153,9626,20199,11286,12407,10931,7764,9839,15583,4529,3498,828,9630,1136,1898,1101,1629,6880,4782,2518,1379,5562,579,293,1040,432,454,2252,240,1659,1247,1499,2366,1040,505,97,778,369,1923,388,667,4060,242,1103,711,1034,1920,420,217
2019/1/29,45681,40434,10260,20823,11458,11377,10667,8056,10534,14606,4952,3888,911,9666,1064,1881,1156,1493,7606,4488,2210,1301,5489,501,276,1005,395,406,2238,208,1676,1158,1409,2366,1080,480,105,778,324,1604,410,586,3802,301,1172,650,961,1483,341,199
2019/1/30,49661,38719,10962,23399,13130,11532,10557,9042,11920,15615,5356,4281,969,10913,1210,1722,1335,1588,8029,5161,2146,1390,5755,525,247,1107,434,498,2589,235,1744,1362,1518,2611,1117,563,93,824,399,1600,421,736,3879,321,1324,601,1072,1397,453,241
2019/1/31,54097,48105,12446,26105,14826,13322,11941,10565,14087,17316,6853,4342,1003,11285,1569,1690,1527,1528,8725,5936,2234,1456,6322,520,313,981,378,467,2683,251,1957,1250,1459,2535,1052,653,119,983,321,1815,363,910,4600,462,1332,727,1189,1715,423,278
2019/2/1,63406,59712,15371,30855,18094,16022,13843,13041,16985,19835,8787,4468,816,13919,1656,1811,1768,1494,10144,6790,2190,1621,6910,584,304,1048,475,438,3160,208,2365,1409,1414,2697,1129,702,126,1004,381,1913,416,859,5630,472,1389,690,1101,1914,462,335
2019/2/2,65610,58163,15517,31005,17366,15689,14009,12812,17927,19674,9145,4262,741,13753,1906,1678,1990,1489,9929,6755,2033,1538,6374,627,339,930,348,456,2924,150,2417,1394,1195,2661,1070,635,143,863,308,1890,395,774,6257,596,1316,663,1040,1705,427,330
2019/2/3,65938,53680,13799,27664,15068,14250,13955,10258,16010,18975,6516,4161,754,13163,1920,1735,2159,1539,9431,6002,1839,1774,5145,605,289,794,256,373,2217,153,2252,1312,979,2117,1040,568,102,807,349,1592,248,691,5697,693,1154,530,752,1459,476,311
2019/2/4,42079,26190,6557,13031,7933,7150,8638,5297,8667,10515,2733,2161,350,8063,1402,1587,1798,1194,5529,2486,1363,1810,2304,539,156,381,206,151,1171,91,1199,568,615,1030,727,278,59,777,288,812,121,270,3045,592,708,588,451,546,336,222
2019/2/5,49104,27706,7937,13330,7588,7524,10084,6200,8566,12400,3000,2661,376,8831,2079,2119,3226,1918,5799,2573,2893,1219,2480,906,252,498,264,103,801,94,1449,400,703,886,1172,401,54,1370,301,1217,94,262,3612,1036,390,1103,515,686,534,457
2019/2/6,44404,37764,7844,14019,7552,9000,12619,6543,7264,16822,2995,2374,329,8517,2196,1991,3117,2011,4533,2751,3666,1004,2319,914,285,624,195,130,1022,116,1895,380,867,926,991,409,87,1103,270,1731,98,329,3060,774,416,1289,567,919,687,457
2019/2/7,34386,27276,5236,11345,6179,9107,9929,5821,5556,12657,2722,2204,315,6300,2488,2111,2796,2531,3787,2377,3684,910,1905,866,384,908,134,207,990,114,1527,351,1023,894,925,355,79,996,255,1496,88,269,2518,664,320,1540,445,705,841,458
2019/2/8,26445,21992,4094,9218,5182,6641,8421,4852,5012,11006,2297,1932,324,5019,3212,2822,2600,3932,3080,2037,3115,1011,1627,1245,628,795,124,216,973,80,1309,262,1418,934,960,289,69,815,410,1292,77,220,2164,543,314,1003,343,740,1113,622
2019/2/9,24806,18451,3094,8041,4022,5811,7619,4282,3738,9535,2278,2064,499,4416,3777,3365,2228,3708,2553,1424,2497,1093,1627,1314,735,738,112,319,862,96,1164,296,1874,788,1014,252,62,1192,505,1181,82,151,1954,418,307,924,306,1185,1050,522
2019/2/10,20669,15673,2459,6401,3738,4970,7425,3797,2901,7513,2053,1626,466,3591,3852,3646,2364,4035,1779,1233,2393,953,1491,1340,653,609,132,316,648,56,895,252,1275,612,1129,197,91,911,488,786,66,190,1760,335,229,744,293,483,1072,544
2019/2/11,20384,12976,2369,5919,3432,4201,7203,3082,2987,6648,1710,1485,458,3434,4008,3506,2489,3919,1800,1177,2030,767,1177,1325,626,716,140,263,489,51,727,241,1211,496,1069,161,27,807,447,667,80,115,1445,359,174,858,244,483,1133,682
2019/2/12,18600,12841,2227,5559,3124,4149,7125,2894,2636,6281,1664,1481,566,3111,4115,3668,2800,4033,1685,1318,2209,760,1301,1545,648,742,153,374,468,75,762,262,1167,508,1084,163,32,801,467,698,61,135,1437,367,164,1121,185,377,1206,740
2019/2/13,20099,14967,2318,6006,3305,4455,7179,3026,3150,6651,1526,1462,480,3674,4009,3660,2891,3814,1934,1494,2221,806,1393,1307,588,787,175,293,507,57,768,240,1128,544,1088,157,53,758,459,745,71,100,1450,335,183,845,201,393,1222,714
2019/2/14,18872,13216,2331,6095,3387,4273,7287,3134,3174,6472,1490,1357,508,3074,3691,3469,2987,3374,1809,1686,2215,908,1317,1459,576,890,155,307,490,76,772,285,1219,497,1030,163,61,733,366,757,56,125,1598,328,183,829,156,368,1037,752
2019/2/15,24797,16635,3621,7401,4309,5848,8673,3938,3923,8401,1816,1355,482,4239,3460,3188,2947,3366,2238,2311,2543,914,1315,1436,575,1039,165,311,519,88,928,320,1228,555,1048,162,50,659,506,835,81,130,2165,292,227,1029,214,375,1080,686
2019/2/16,25811,17509,3084,6484,3843,5382,8120,3179,3518,8506,1721,1152,513,3837,3207,2891,2800,3132,2219,2161,2232,901,1444,1351,556,951,151,322,595,85,830,263,1133,594,923,177,62,766,412,869,80,112,1861,298,204,977,196,351,994,665
2019/2/17,22904,17140,2953,6740,4229,5312,7321,3473,3690,7355,1939,1085,487,3518,3084,3460,2930,3522,2121,2383,2196,992,1548,1421,600,1149,162,284,610,63,730,305,1257,663,964,180,51,714,512,712,84,104,2019,270,214,1097,242,275,927,664
2019/2/18,27664,29127,3945,7643,4912,6215,8557,4003,4593,9003,2322,1177,594,4382,2911,3042,2773,2705,3146,3561,2080,1070,1969,1274,493,1104,165,282,763,77,768,282,1289,684,1087,217,70,738,412,829,86,127,2107,316,259,1082,215,287,838,604
2019/2/19,18938,12767,2362,5517,3640,4197,6658,2744,3001,5956,1617,1062,447,3345,2441,2669,2518,2263,1977,1582,1792,868,1213,1023,452,786,164,210,493,60,568,245,1169,540,919,134,53,686,406,563,62,96,1591,243,194,783,155,224,655,576
2019/2/20,15041,10193,2415,5749,4298,4046,6148,3331,3054,5667,2093,1373,430,2749,2385,3426,2789,2829,1625,1251,2599,943,1450,1357,406,983,139,227,533,79,642,265,1613,489,1162,152,49,868,491,642,59,112,1720,263,141,1040,147,257,816,758
2019/2/21,15467,9682,2276,5410,3452,4210,6250,2941,2776,5198,1688,1353,418,2723,2295,3196,2753,2762,1386,1220,2320,917,1289,1367,374,901,177,203,399,56,614,202,1423,404,1221,144,21,834,464,638,58,98,1637,327,146,1047,188,233,880,681
2019/2/22,12838,8478,1951,4289,2753,3671,5247,2381,2148,4701,1279,1020,325,2168,1769,2452,2124,2066,1168,1087,1875,699,1005,910,297,741,124,169,307,46,513,164,1047,338,988,124,23,644,384,468,44,85,1315,205,113,781,127,177,637,548
2019/2/23,20244,13384,2740,6567,3753,5696,8273,3551,3447,7945,1994,1227,372,3751,2015,2839,2417,2405,1815,1330,2605,1095,1401,1102,404,943,172,144,459,92,678,209,1399,472,1018,160,33,781,498,826,59,101,1653,240,151,1045,136,288,757,523
2019/2/24,20072,13724,3179,8016,4874,6418,8817,4213,3850,7490,2431,1490,440,3635,2587,3807,3035,3377,1827,1499,2976,1581,1816,1447,550,1353,195,229,674,114,784,312,1851,627,1186,182,50,939,648,857,68,124,2254,287,228,1362,217,294,977,639
2019/2/25,16265,11335,2857,6021,4261,4891,7341,3539,3243,6237,1994,1227,427,3030,2147,3060,2601,2453,1574,1292,2450,1233,1559,1086,417,987,177,217,479,93,650,280,1582,496,1068,196,44,786,515,625,71,122,1911,243,192,997,186,274,958,498
2019/2/26,14160,9837,2469,5354,3968,4247,6392,3240,2980,5316,1702,1069,419,2712,1925,2796,2190,2141,1328,1284,2189,1002,1488,943,358,883,139,161,427,58,615,248,1243,435,891,153,44,638,351,600,76,91,1590,242,157,832,177,252,729,422
2019/2/27,15463,10921,2789,6017,4283,4564,6549,3601,3139,6017,2030,1222,421,2834,2229,3301,2461,2637,1530,1511,2523,1008,1618,1147,417,941,167,174,444,61,636,283,1427,510,1083,169,66,737,486,656,97,70,1894,274,220,897,191,316,800,432
2019/2/28,17175,12055,2951,6516,4570,4843,7544,3708,3578,6588,2001,1301,413,3200,2134,3416,2443,2712,1626,1694,2566,1014,1744,1129,410,1114,213,193,499,65,774,293,1514,597,1082,175,58,782,469,709,110,125,1997,305,221,977,154,282,889,464
2019/3/1,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/2,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/3,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/4,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/5,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/6,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/7,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/8,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/9,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
2019/3/10,16566.3,11237.6,2598.9,5945.6,3985.2,4678.3,6921.9,3324.9,3121.6,6111.5,1882.9,1234.4,411.2,3014.7,2192.7,3096.2,2533.1,2564.5,1585.6,1375,2389.5,1036,1458.3,1151.1,408.5,963.2,166.7,192.7,471.4,72.4,647.4,250.1,1426.8,490.8,1061.8,158.9,44.1,769.5,471.2,658.4,70.4,102.4,1756.2,262.9,176.3,976.1,167.8,259.7,809.8,554.1
